,ndc,rxcui,ingredient_rxcui
1168,6404541,798274,
1169,6404720,798300,798286
1170,6404720,798300,798288
1171,6404720,798300,798290
1172,6404720,798300,798292
1173,6404720,798300,798294
1174,6409301,830253,797752
1175,6409302,830253,797752
1176,6409309,830253,797752
1177,6409401,830245,797752
1178,6409402,830245,797752
1179,6409409,830245,797752
1180,6409502,836636,2274413
1181,6409509,836636,2274413
1182,6409601,836634,2274413
1183,6409602,836634,2274413
1184,6409606,836634,2274413
1185,6409609,836634,2274413
1186,6410901,798278,798262
1187,6410901,798278,798264
1188,6410901,798278,798266
1189,6410901,798278,798268
1190,6410902,798278,798262
1191,6410902,798278,798264
1192,6410902,798278,798266
1193,6410902,798278,798268
1194,6410906,798278,798262
1195,6410906,798278,798264
1196,6410906,798278,798266
1197,6410906,798278,798268
1198,6410909,798278,798262
1199,6410909,798278,798264
1200,6410909,798278,798266
1201,6410909,798278,798268
1202,6410931,798278,798262
1203,6410931,798278,798264
1204,6410931,798278,798266
1205,6410931,798278,798268
1206,6411901,1597099,798262
1207,6411901,1597099,798264
1208,6411901,1597099,798266
1209,6411901,1597099,798268
1210,6411901,1597099,1596930
1211,6411901,1597099,1596931
1212,6411901,1597099,1596932
1213,6411901,1597099,1596933
1214,6411901,1597099,1596934
1215,6411903,1597099,798262
1216,6411903,1597099,798264
1217,6411903,1597099,798266
1218,6411903,1597099,798268
1219,6411903,1597099,1596930
1220,6411903,1597099,1596931
1221,6411903,1597099,1596932
1222,6411903,1597099,1596933
1223,6411903,1597099,1596934
1224,6412101,1597103,798262
1225,6412101,1597103,798264
1226,6412101,1597103,798266
1227,6412101,1597103,798268
1228,6412101,1597103,1596930
1229,6412101,1597103,1596931
1230,6412101,1597103,1596932
1231,6412101,1597103,1596933
1232,6412101,1597103,1596934
1233,6412102,1597103,798262
1234,6412102,1597103,798264
1235,6412102,1597103,798266
1236,6412102,1597103,798268
1237,6412102,1597103,1596930
1238,6412102,1597103,1596931
1239,6412102,1597103,1596932
1240,6412102,1597103,1596933
1241,6412102,1597103,1596934
1242,6413301,205259,798306
1243,6413301,205259,798304
1244,6413341,205259,798306
1245,6413341,205259,798304
1246,6417100,1292443,762817
1247,6417100,1292443,798372
1248,6417100,1292443,804179
1249,6417100,1292443,1292422
1250,6422930,1495316,851994
1251,6430501,1927290,191831
1252,6430502,1927290,191831
1253,6458900,547243,
1254,6467300,762823,
1255,6468100,804186,762817
1256,6468100,804186,798372
1257,6468100,804186,804179
1258,6468101,804186,762817
1259,6468101,804186,798372
1260,6468101,804186,804179
1261,6473900,854981,
1262,6474900,804186,762817
1263,6474900,804186,798372
1264,6474900,804186,804179
1265,6475300,798378,
1266,6479200,798451,798444
1267,6482600,1292459,1292422
1268,6482700,1292459,1292422
1269,6482701,1292459,1292422
1270,6483101,1658106,2274413
1271,6483141,1658106,2274413
1272,6483701,1547582,854930
1273,6483701,1547582,854932
1274,6483701,1547582,854934
1275,6483701,1547582,854936
1276,6483701,1547582,854938
1277,6483701,1547582,854940
1278,6483701,1547582,854942
1279,6483701,1547582,854944
1280,6483701,1547582,854946
1281,6483701,1547582,854948
1282,6483701,1547582,854950
1283,6483701,1547582,854952
1284,6483701,1547582,854954
1285,6483701,1547582,854956
1286,6483701,1547582,854958
1287,6483701,1547582,854960
1288,6483701,1547582,854962
1289,6483701,1547582,854964
1290,6483701,1547582,854966
1291,6483701,1547582,854968
1292,6483701,1547582,854970
1293,6483701,1547582,854972
1294,6483701,1547582,854974
1295,6483702,1547582,854930
1296,6483702,1547582,854932
1297,6483702,1547582,854934
1298,6483702,1547582,854936
1299,6483702,1547582,854938
1300,6483702,1547582,854940
1301,6483702,1547582,854942
1302,6483702,1547582,854944
1303,6483702,1547582,854946
1304,6483702,1547582,854948
1305,6483702,1547582,854950
1306,6483702,1547582,854952
1307,6483702,1547582,854954
1308,6483702,1547582,854956
1309,6483702,1547582,854958
1310,6483702,1547582,854960
1311,6483702,1547582,854962
1312,6483702,1547582,854964
1313,6483702,1547582,854966
1314,6483702,1547582,854968
1315,6483702,1547582,854970
1316,6483702,1547582,854972
1317,6483702,1547582,854974
1318,6483703,1547582,854930
1319,6483703,1547582,854932
1320,6483703,1547582,854934
1321,6483703,1547582,854936
1322,6483703,1547582,854938
1323,6483703,1547582,854940
1324,6483703,1547582,854942
1325,6483703,1547582,854944
1326,6483703,1547582,854946
1327,6483703,1547582,854948
1328,6483703,1547582,854950
1329,6483703,1547582,854952
1330,6483703,1547582,854954
1331,6483703,1547582,854956
1332,6483703,1547582,854958
1333,6483703,1547582,854960
1334,6483703,1547582,854962
1335,6483703,1547582,854964
1336,6483703,1547582,854966
1337,6483703,1547582,854968
1338,6483703,1547582,854970
1339,6483703,1547582,854972
1340,6483703,1547582,854974
1341,6484100,1658102,2274413
1342,6484101,1658102,2274413
1343,6484141,1658102,2274413
1344,6489700,798451,798444
1345,6489701,798451,798444
1346,6489800,798443,797752
1347,6489800,798443,798444
1348,6494300,1658472,854930
1349,6494300,1658472,854932
1350,6494300,1658472,854934
1351,6494300,1658472,854936
1352,6494300,1658472,854938
1353,6494300,1658472,854940
1354,6494300,1658472,854942
1355,6494300,1658472,854944
1356,6494300,1658472,854946
1357,6494300,1658472,854948
1358,6494300,1658472,854950
1359,6494300,1658472,854952
1360,6494300,1658472,854954
1361,6494300,1658472,854956
1362,6494300,1658472,854958
1363,6494300,1658472,854960
1364,6494300,1658472,854962
1365,6494300,1658472,854964
1366,6494300,1658472,854966
1367,6494300,1658472,854968
1368,6494300,1658472,854970
1369,6494300,1658472,854972
1370,6494300,1658472,854974
1371,6494301,1658472,854930
1372,6494301,1658472,854932
1373,6494301,1658472,854934
1374,6494301,1658472,854936
1375,6494301,1658472,854938
1376,6494301,1658472,854940
1377,6494301,1658472,854942
1378,6494301,1658472,854944
1379,6494301,1658472,854946
1380,6494301,1658472,854948
1381,6494301,1658472,854950
1382,6494301,1658472,854952
1383,6494301,1658472,854954
1384,6494301,1658472,854956
1385,6494301,1658472,854958
1386,6494301,1658472,854960
1387,6494301,1658472,854962
1388,6494301,1658472,854964
1389,6494301,1658472,854966
1390,6494301,1658472,854968
1391,6494301,1658472,854970
1392,6494301,1658472,854972
1393,6494301,1658472,854974
1394,6496300,1292435,1292422
1395,6496301,1292435,1292422
1396,6496341,1292435,1292422
1397,6498100,1658155,797752
1398,6499200,830263,797752
1399,6499500,1658150,797752
1400,6499541,1658150,797752
1401,6499900,1292443,762817
1402,6499900,1292443,798372
1403,6499900,1292443,804179
1404,6499900,1292443,1292422
1405,6500701,2055815,2055755
1406,6500701,2055815,300195
1407,6500701,2055815,68244
1408,6536303,1992816,1992672
1409,6536306,1992816,1992672
1410,6536307,1992816,1992672
1411,6536403,1992821,1992672
1412,6536406,1992821,1992672
1413,6536407,1992821,1992672
1414,6536703,1992837,1992672
1415,6536703,1992837,593411
1416,6536706,1992837,1992672
1417,6536706,1992837,593411
1418,6536803,1992832,1992672
1419,6536803,1992832,593411
1420,6536806,1992832,1992672
1421,6536806,1992832,593411
1422,6536903,1992695,1992672
1423,6536903,1992695,6809
1424,6537003,1992703,1992672
1425,6537003,1992703,6809
1426,6537303,1992691,1992672
1427,6537303,1992691,6809
1428,6537306,1992691,1992672
1429,6537306,1992691,6809
1430,6537403,1992700,1992672
1431,6537403,1992700,6809
1432,6537406,1992700,1992672
1433,6537406,1992700,6809
1434,6542030,1495470,896135
1435,6542054,1495470,896135
1436,6761504,205676,
1437,6762255,755976,3264
1438,6762266,755976,3264
1439,6762825,205629,
1440,6775331,992168,6674
1441,6889535,1923429,10600
1442,6889635,670646,
1443,6889636,1992304,10600
1444,6911731,153892,88249
1445,6911754,153892,88249
1446,6911780,153892,88249
1447,6927531,153893,88249
1448,6927554,153893,88249
1449,6927582,153893,88249
1450,6968960,670640,
1451,6969060,670646,
1452,7313016,213891,
1453,7314813,847720,
1454,7314913,847724,
1455,7315113,847716,
1456,7315213,847712,
1457,7315313,847708,
1458,7315518,261192,
1459,7315613,261193,
1460,7316318,861762,6809
1461,7316318,861762,84108
1462,7316418,861765,
1463,7316618,861797,
1464,7316718,861808,6809
1465,7316718,861808,84108
1466,7316720,861808,6809
1467,7316720,861808,84108
1468,7316818,861818,6809
1469,7316818,861818,84108
1470,7316820,861818,6809
1471,7316820,861818,84108
1472,7323001,861362,321208
1473,7323002,861362,321208
1474,7323011,861362,321208
1475,7323201,861364,321208
1476,7323202,861364,321208
1477,7323211,861364,321208
1478,7323401,861366,321208
1479,7323402,861366,321208
1480,7323411,861366,321208
1481,7323601,861358,321208
1482,7323602,861358,321208
1483,7323611,861358,321208
1484,7334415,856621,
1485,7334615,856623,
1486,7336003,207635,
1487,7336203,207639,8704
1488,7336344,755236,
1489,7336620,207680,8704
1490,7336720,207685,8704
1491,7337013,860512,20352
1492,7337059,860512,20352
1493,7337113,860518,20352
1494,7337159,860518,20352
1495,7337213,860524,20352
1496,7337259,860524,20352
1497,7337313,860534,20352
1498,7337359,860534,20352
1499,7341420,903458,10814
1500,7341620,903699,10814
1501,7351215,884537,3288
1502,7351220,884537,3288
1503,7351259,884537,3288
1504,7351315,884528,3288
1505,7351320,884528,3288
1506,7351359,884528,3288
1507,7351420,884534,3288
1508,7351459,884534,3288
1509,7351920,884538,
1510,7365021,208124,10763
1511,7365021,208124,5487
1512,7365022,208124,10763
1513,7365022,208124,5487
1514,7365030,208124,10763
1515,7365030,208124,5487
1516,7401020,206787,
1517,7411713,206853,68099
1518,7411719,206853,68099
1519,7413920,686926,20352
1520,7414020,212388,20352
1521,7414120,212389,20352
1522,7414220,212390,20352
1523,7420101,637550,57308
1524,7420105,637550,57308
1525,7420511,748738,57308
1526,7420711,748740,57308
1527,7447120,104838,10734
1528,7464013,825425,711942
1529,7464113,825429,711942
1530,7464213,884619,711942
1531,7464313,1245003,711942
1532,7488213,824961,72302
1533,7488313,848584,72302
1534,7488513,799832,72302
1535,7488559,799832,72302
1536,7488713,800497,72302
1537,7488759,800497,72302
1538,7488813,800499,72302
1539,7488859,800499,72302
1540,7489014,152952,72302
1541,7489020,152952,72302
1542,7489120,213068,72302
1543,7489214,152953,72302
1544,7489220,152953,72302
1545,7489314,152954,72302
1546,7489320,152954,72302
1547,7489420,152955,72302
1548,7489520,351991,72302
1549,7489620,261309,72302
1550,7489814,763160,
1551,7506011,991235,
1552,7506615,992706,
1553,7507420,991196,
1554,7518005,704858,642274
1555,7518010,704858,642274
1556,7518022,704858,642274
1557,7518025,704858,642274
1558,7529020,141971,
1559,7550040,211148,430
1560,8000406,834051,
1561,8001901,992440,
1562,8002635,731541,7980
1563,8002702,992449,
1564,8002707,992449,
1565,8003604,834090,
1566,8003605,834090,
1567,8005502,205818,
1568,8005902,834073,
1569,8006202,209316,
1570,8006301,992462,8745
1571,8006402,104719,6470
1572,8006403,104719,6470
1573,8006408,104719,6470
1574,8006502,206828,6470
1575,8007801,749160,
1576,8008102,206821,6470
1577,8008103,206821,6470
1578,8008105,,
1579,8010001,1942959,1942950
1580,8021201,992457,8745
1581,8022701,992477,
1582,8026102,861580,
1583,8026401,309594,11248
1584,8026403,309594,11248
1585,8030803,861467,6754
1586,8034101,807277,798306
1587,8034101,807277,798304
1588,8034301,204555,
1589,8034302,204555,
1590,8039001,834112,
1591,8039005,834112,
1592,8048001,104208,3407
1593,8049801,992446,8745
1594,8054802,991532,
1595,8054803,991532,
1596,8054805,,
1597,8054903,992436,
1598,8055001,991502,
1599,8055002,991502,
1600,8055003,991502,
1601,8055102,992428,
1602,8055103,992428,
1603,8055203,991464,
1604,8055902,205722,
1605,8060601,251872,40790
1606,8060701,314200,40790
1607,8060704,314200,40790
1608,8065601,892531,7052
1609,8069001,206985,
1610,8070101,208849,
1611,8070107,208849,
1612,8070108,208849,
1613,8070301,208851,39786
1614,8070307,208851,39786
1615,8070401,208853,
1616,8070407,208853,
1617,8070408,208853,
1618,8070507,208848,
1619,8070508,208848,
1620,8078101,208850,
1621,8078102,208850,
1622,8078107,208850,
1623,8078108,208850,
1624,8083301,729929,39786
1625,8083302,729929,39786
1626,8083303,729929,39786
1627,8083320,729929,39786
1628,8083321,729929,39786
1629,8083322,729929,39786
1630,8083601,729931,39786
1631,8083602,729931,39786
1632,8083603,729931,39786
1633,8083620,729931,39786
1634,8083621,729931,39786
1635,8083622,729931,39786
1636,8083701,729932,39786
1637,8083702,729932,39786
1638,8083703,729932,39786
1639,8083720,729932,39786
1640,8083721,729932,39786
1641,8083722,729932,39786
1642,8084181,284400,40790
1643,8084199,284400,40790
1644,8084381,352125,40790
1645,8084401,763308,40790
1646,8084402,763308,40790
1647,8090103,849475,
1648,8090802,153580,8727
1649,8090803,153580,8727
1650,8092351,885257,40790
1651,8092355,885257,40790
1652,8092360,885257,40790
1653,8092581,261285,74667
1654,8092681,261286,74667
1655,8094101,885257,40790
1656,8094103,885257,40790
1657,8103004,351901,35302
1658,8103006,351901,35302
1659,8103015,351901,35302
1660,8103105,351989,35302
1661,8103110,351989,35302
1662,8103205,404432,35302
1663,8104005,905160,35302
1664,8104010,905160,35302
1665,8104105,351989,35302
1666,8104110,351989,35302
1667,8104205,404432,35302
1668,8111720,751554,4124
1669,8111720,751554,6373
1670,8111730,751554,4124
1671,8111730,751554,6373
1672,8112312,1441740,4099
1673,8112312,1441740,1441386
1674,8117901,725108,657797
1675,8121030,1607619,734064
1676,8121101,790290,734064
1677,8121114,790290,734064
1678,8121130,790290,734064
1679,8121150,790290,734064
1680,8121801,979115,29899
1681,8122201,790267,734064
1682,8122214,790267,734064
1683,8122230,790267,734064
1684,8122250,790267,734064
1685,8200125,885257,40790
1686,8251302,979115,29899
1687,8251401,749787,4124
1688,8251401,749787,748794
1689,8251401,749787,7518
1690,8251402,749787,4124
1691,8251402,749787,748794
1692,8251402,749787,7518
1693,8252901,848335,
1694,8253301,748886,
1695,8253302,748886,
1696,8253303,748886,
1697,8253601,749565,
1698,8257601,748869,
1699,8257602,748869,
1700,8400101,885257,40790
1701,8400110,885257,40790
1702,8400125,885257,40790
1703,8411701,835721,4127
1704,8413301,106834,10834
1705,8415201,793873,6058
1706,8415901,200871,
1707,8415902,200871,
1708,8417701,998691,
1709,8417901,998687,
1710,8418101,105876,
1711,8418701,206992,
1712,8418804,833530,703
1713,8419201,793872,6058
1714,8499001,584201,384455
1715,8499002,584201,384455
1716,8499019,584201,384455
1717,8499020,584201,384455
1718,8499420,584201,384455
1719,8536002,584201,384455
1720,8914902,1245423,284637
1721,9000202,859035,746741
1722,9000302,1743722,6902
1723,9000402,859042,746741
1724,9000406,859042,746741
1725,9000501,1738589,5492
1726,9000602,859054,746741
1727,9000802,859046,746741
1728,9001038,208678,
1729,9001103,105398,5492
1730,9001104,105398,5492
1731,9001201,208680,5492
1732,9001305,1738592,5492
1733,9001306,1738592,5492
1734,9001612,1738596,5492
1735,9001702,208681,10767
1736,9001755,208681,10767
1737,9001758,208681,10767
1738,9001759,208681,10767
1739,9001820,1743729,6902
1740,9002001,207136,6902
1741,9002201,207137,6902
1742,9002401,904370,
1743,9002402,904370,
1744,9002901,141927,596
1745,9002902,141927,596
1746,9002914,141927,596
1747,9002920,308047,596
1748,9002946,141927,596
1749,9003101,208712,5492
1750,9003702,859050,746741
1751,9003906,207191,6902
1752,9003928,207191,6902
1753,9003930,207191,6902
1754,9003932,207191,6902
1755,9003933,207191,6902
1756,9004401,208816,5492
1757,9004501,206954,
1758,9004502,206954,
1759,9004516,206954,
1760,9004704,1743707,6902
1761,9004722,1743707,6902
1762,9004725,1743707,6902
1763,9004726,1743707,6902
1764,9004727,1743707,6902
1765,9004902,207136,6902
1766,9005002,1000124,6691
1767,9005009,1000124,6691
1768,9005011,1000124,6691
1769,9005501,141928,596
1770,9005503,141928,596
1771,9005546,141928,596
1772,9005602,260330,6902
1773,9005603,260330,6902
1774,9005604,834023,6902
1775,9005605,260330,6902
1776,9005707,687025,596
1777,9005907,687024,596
1778,9006404,1000139,6691
1779,9006406,1000139,6691
1780,9006412,1000139,6691
1781,9006607,687023,596
1782,9006807,687022,596
1783,9007301,207138,6902
1784,9007302,207138,6902
1785,9008510,835831,10379
1786,9008601,835842,10379
1787,9008610,835842,10379
1788,9009001,214003,596
1789,9009004,214003,596
1790,9009046,214003,596
1791,9009401,214004,596
1792,9009403,214004,596
1793,9011312,207191,6902
1794,9011319,207191,6902
1795,9012101,201348,
1796,9013101,205873,
1797,9014101,205876,
1798,9014201,209245,
1799,9016501,206997,8640
1800,9016502,206997,8640
1801,9017103,205880,
1802,9017105,205880,
1803,9017106,205880,
1804,9017107,205880,
1805,9017111,205880,
1806,9017112,205880,
1807,9017601,207141,6902
1808,9019009,207193,6902
1809,9019016,207193,6902
1810,9019301,206988,
1811,9019302,206988,
1812,9022501,748746,2582
