,control,samp_size,OR,p_value,ci95_lower,ci95_upper
21,t2dControlEmerge,2000,1.2758620689655173,0.00424936013288256,1.080993741393648,1.5058588747482777
22,t2dControlEmerge,2000,1.1972789115646258,0.03765875547518674,1.0133437267251322,1.414600746293664
23,t2dControlEmerge,2000,1.0,1.0,0.8412440244289134,1.188715724523404
24,t2dControlEmerge,2000,1.4280575539568345,2.5483555438229962e-05,1.2104346674641309,1.684806650230556
25,t2dControlEmerge,2000,1.3006756756756757,0.0016253092137349383,1.1042710697046847,1.5320126187375391
26,t2dControlEmerge,2000,1.1806020066889633,0.05203208002849506,0.9999779036064005,1.3938518972981468
27,t2dControlEmerge,2000,1.1745454545454546,0.0721770919003612,0.9885997846466777,1.3954656335338331
28,t2dControlEmerge,2000,1.2334494773519165,0.015252450744949232,1.0431552861866333,1.4584574639326682
29,t2dControlEmerge,2000,1.2820512820512822,0.004443969136342851,1.0816586790668123,1.5195694553362973
30,t2dControlEmerge,2000,1.4014598540145986,7.487136006971177e-05,1.1859993792690182,1.6560630273054366
31,t2dControlEmerge,2000,0.9797297297297297,0.825084025880591,0.823762210920555,1.1652274534949032
32,t2dControlEmerge,2000,1.2913907284768211,0.0020126186851206476,1.0976854520652959,1.5192785970317226
33,t2dControlEmerge,2000,1.268041237113402,0.0055196270477157975,1.0744237748574874,1.4965497010091413
34,t2dControlEmerge,2000,1.3140794223826715,0.0014154667513634018,1.1107331930689623,1.554653033784291
35,t2dControlEmerge,2000,1.209964412811388,0.027879139042746137,1.021073242425351,1.4337990845715853
